"No.","Time","Source","Source Port","Destination","Destination Port","Protocol","Length","Info"
"183","2020-06-06 13:37:07,553092","192.168.100.2","domain","192.168.100.121","63462","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"184","2020-06-06 13:37:07,553340","192.168.100.121","63463","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"185","2020-06-06 13:37:08,552614","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"186","2020-06-06 13:37:08,560075","192.168.100.2","domain","192.168.100.121","63463","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"187","2020-06-06 13:37:08,753065","192.168.100.121","63464","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"188","2020-06-06 13:37:08,758500","192.168.100.2","domain","192.168.100.121","63464","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"189","2020-06-06 13:37:08,759020","192.168.100.121","63465","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"190","2020-06-06 13:37:10,568568","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"191","2020-06-06 13:37:10,767482","192.168.100.2","domain","192.168.100.121","63465","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"192","2020-06-06 13:37:10,767992","192.168.100.121","","192.168.100.2","","ICMP","115","Destination unreachable (Port unreachable)"
"193","2020-06-06 13:37:10,871304","192.168.100.121","63466","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"194","2020-06-06 13:37:10,876707","192.168.100.2","domain","192.168.100.121","63466","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"195","2020-06-06 13:37:10,877040","192.168.100.121","63467","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"196","2020-06-06 13:37:11,884274","192.168.100.2","domain","192.168.100.121","63467","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"197","2020-06-06 13:37:12,109090","192.168.100.121","63468","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"198","2020-06-06 13:37:12,114515","192.168.100.2","domain","192.168.100.121","63468","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"199","2020-06-06 13:37:12,114986","192.168.100.121","63469","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"200","2020-06-06 13:37:12,552542","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"201","2020-06-06 13:37:13,122785","192.168.100.2","domain","192.168.100.121","63469","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"202","2020-06-06 13:37:13,373720","192.168.100.121","63470","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"203","2020-06-06 13:37:13,379217","192.168.100.2","domain","192.168.100.121","63470","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"204","2020-06-06 13:37:13,379737","192.168.100.121","63471","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"205","2020-06-06 13:37:14,572543","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"206","2020-06-06 13:37:15,387775","192.168.100.2","domain","192.168.100.121","63471","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"207","2020-06-06 13:37:15,388143","192.168.100.121","","192.168.100.2","","ICMP","115","Destination unreachable (Port unreachable)"
"208","2020-06-06 13:37:15,561753","192.168.100.121","63472","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"209","2020-06-06 13:37:15,567137","192.168.100.2","domain","192.168.100.121","63472","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"210","2020-06-06 13:37:15,567538","192.168.100.121","63473","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"211","2020-06-06 13:37:16,552586","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"212","2020-06-06 13:37:16,575350","192.168.100.2","domain","192.168.100.121","63473","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"213","2020-06-06 13:37:16,751748","192.168.100.121","63474","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"214","2020-06-06 13:37:16,757460","192.168.100.2","domain","192.168.100.121","63474","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"215","2020-06-06 13:37:16,757899","192.168.100.121","63475","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"216","2020-06-06 13:37:17,764943","192.168.100.2","domain","192.168.100.121","63475","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"217","2020-06-06 13:37:17,932414","192.168.100.121","63476","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"218","2020-06-06 13:37:17,937832","192.168.100.2","domain","192.168.100.121","63476","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"219","2020-06-06 13:37:17,938287","192.168.100.121","63477","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"220","2020-06-06 13:37:18,568571","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"221","2020-06-06 13:37:18,945492","192.168.100.2","domain","192.168.100.121","63477","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"222","2020-06-06 13:37:19,081104","192.168.100.121","63478","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"223","2020-06-06 13:37:19,086619","192.168.100.2","domain","192.168.100.121","63478","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"224","2020-06-06 13:37:19,086899","192.168.100.121","63479","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"225","2020-06-06 13:37:20,552572","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"226","2020-06-06 13:37:21,095191","192.168.100.2","domain","192.168.100.121","63479","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"227","2020-06-06 13:37:21,095516","192.168.100.121","","192.168.100.2","","ICMP","115","Destination unreachable (Port unreachable)"
"228","2020-06-06 13:37:21,427422","192.168.100.121","63480","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"229","2020-06-06 13:37:21,433517","192.168.100.2","domain","192.168.100.121","63480","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"230","2020-06-06 13:37:21,434635","192.168.100.121","63481","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"231","2020-06-06 13:37:21,575916","192.168.100.121","netbios-dgm","192.168.100.255","netbios-dgm","BROWSER","243","Local Master Announcement USER-PC, Workstation, Server, NT Workstation, Potential Browser, Master Browser"
"232","2020-06-06 13:37:22,568582","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"233","2020-06-06 13:37:23,442634","192.168.100.2","domain","192.168.100.121","63481","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"234","2020-06-06 13:37:23,443396","192.168.100.121","","192.168.100.2","","ICMP","115","Destination unreachable (Port unreachable)"
"235","2020-06-06 13:37:23,631993","192.168.100.121","63482","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"236","2020-06-06 13:37:23,637356","192.168.100.2","domain","192.168.100.121","63482","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"237","2020-06-06 13:37:23,637748","192.168.100.121","63483","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"238","2020-06-06 13:37:24,552541","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"239","2020-06-06 13:37:25,646053","192.168.100.2","domain","192.168.100.121","63483","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"240","2020-06-06 13:37:25,646391","192.168.100.121","","192.168.100.2","","ICMP","115","Destination unreachable (Port unreachable)"
"241","2020-06-06 13:37:25,749177","192.168.100.121","63484","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"242","2020-06-06 13:37:25,754448","192.168.100.2","domain","192.168.100.121","63484","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"243","2020-06-06 13:37:25,754731","192.168.100.121","63485","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"244","2020-06-06 13:37:26,568594","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"245","2020-06-06 13:37:27,762705","192.168.100.2","domain","192.168.100.121","63485","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"246","2020-06-06 13:37:27,763177","192.168.100.121","","192.168.100.2","","ICMP","115","Destination unreachable (Port unreachable)"
"247","2020-06-06 13:37:27,891873","192.168.100.121","63486","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"248","2020-06-06 13:37:27,897521","192.168.100.2","domain","192.168.100.121","63486","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"249","2020-06-06 13:37:27,897786","192.168.100.121","63487","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"250","2020-06-06 13:37:28,299933","52:54:00:4a:04:af","","52:54:00:36:3e:ff","","ARP","42","Who has 192.168.100.2? Tell 192.168.100.121"
"251","2020-06-06 13:37:28,300044","52:54:00:36:3e:ff","","52:54:00:4a:04:af","","ARP","42","192.168.100.2 is at 52:54:00:36:3e:ff"
"252","2020-06-06 13:37:28,552521","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"253","2020-06-06 13:37:28,613024","52:54:00:36:3e:ff","","52:54:00:4a:04:af","","ARP","42","Who has 192.168.100.121? Tell 192.168.100.2"
"254","2020-06-06 13:37:28,613201","52:54:00:4a:04:af","","52:54:00:36:3e:ff","","ARP","42","192.168.100.121 is at 52:54:00:4a:04:af"
"255","2020-06-06 13:37:28,905075","192.168.100.2","domain","192.168.100.121","63487","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"256","2020-06-06 13:37:29,022682","192.168.100.121","63488","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"257","2020-06-06 13:37:29,027974","192.168.100.2","domain","192.168.100.121","63488","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"258","2020-06-06 13:37:29,028250","192.168.100.121","63489","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"259","2020-06-06 13:37:30,572583","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"260","2020-06-06 13:37:31,036433","192.168.100.2","domain","192.168.100.121","63489","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"261","2020-06-06 13:37:31,036811","192.168.100.121","","192.168.100.2","","ICMP","115","Destination unreachable (Port unreachable)"
"262","2020-06-06 13:37:31,193393","192.168.100.121","63490","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"263","2020-06-06 13:37:31,199035","192.168.100.2","domain","192.168.100.121","63490","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"264","2020-06-06 13:37:31,199435","192.168.100.121","63491","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"265","2020-06-06 13:37:32,206906","192.168.100.2","domain","192.168.100.121","63491","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"266","2020-06-06 13:37:32,359557","192.168.100.121","63492","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"267","2020-06-06 13:37:32,364835","192.168.100.2","domain","192.168.100.121","63492","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"268","2020-06-06 13:37:32,365110","192.168.100.121","63493","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"269","2020-06-06 13:37:32,552584","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"270","2020-06-06 13:37:34,373427","192.168.100.2","domain","192.168.100.121","63493","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"271","2020-06-06 13:37:34,373856","192.168.100.121","","192.168.100.2","","ICMP","115","Destination unreachable (Port unreachable)"
"272","2020-06-06 13:37:34,540514","192.168.100.121","63494","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"273","2020-06-06 13:37:34,546144","192.168.100.2","domain","192.168.100.121","63494","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"274","2020-06-06 13:37:34,546554","192.168.100.121","63495","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"275","2020-06-06 13:37:34,568564","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"276","2020-06-06 13:37:35,003206","fe80::a179:b3ff:199:2314","dhcpv6-client","ff02::1:2","dhcpv6-server","DHCPv6","149","Solicit XID: 0x615da4 CID: 00010001216821485254004aad11 "
"277","2020-06-06 13:37:35,558916","192.168.100.2","domain","192.168.100.121","63495","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"278","2020-06-06 13:37:35,707843","192.168.100.121","63496","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"279","2020-06-06 13:37:35,713496","192.168.100.2","domain","192.168.100.121","63496","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"280","2020-06-06 13:37:35,713842","192.168.100.121","63497","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"281","2020-06-06 13:37:36,552518","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"282","2020-06-06 13:37:36,720831","192.168.100.2","domain","192.168.100.121","63497","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"283","2020-06-06 13:37:36,860956","192.168.100.121","63498","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"284","2020-06-06 13:37:36,866283","192.168.100.2","domain","192.168.100.121","63498","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"285","2020-06-06 13:37:36,866543","192.168.100.121","63499","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"286","2020-06-06 13:37:38,568591","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"287","2020-06-06 13:37:38,883499","192.168.100.2","domain","192.168.100.121","63499","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"288","2020-06-06 13:37:38,883606","192.168.100.121","","192.168.100.2","","ICMP","115","Destination unreachable (Port unreachable)"
"289","2020-06-06 13:37:38,957415","192.168.100.121","63500","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"290","2020-06-06 13:37:38,962767","192.168.100.2","domain","192.168.100.121","63500","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"291","2020-06-06 13:37:38,963071","192.168.100.121","63501","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"292","2020-06-06 13:37:40,552562","fe:54:00:b9:4c:39","","Spanning-tree-(for-bridges)_00","","STP","52","Conf. Root = 32768/0/52:54:00:2f:9e:49  Cost = 0  Port = 0x8003"
"293","2020-06-06 13:37:40,971033","192.168.100.2","domain","192.168.100.121","63501","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"294","2020-06-06 13:37:40,971498","192.168.100.121","","192.168.100.2","","ICMP","115","Destination unreachable (Port unreachable)"
"295","2020-06-06 13:37:41,086016","192.168.100.121","63502","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"296","2020-06-06 13:37:41,091281","192.168.100.2","domain","192.168.100.121","63502","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"297","2020-06-06 13:37:41,091593","192.168.100.121","63503","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
"298","2020-06-06 13:37:42,098248","192.168.100.2","domain","192.168.100.121","63503","DNS","87","Standard query response 0x0002 Server failure TXT c.1-1.24006.ns.ostrykebs.pl"
"299","2020-06-06 13:37:42,238270","192.168.100.121","63504","192.168.100.2","domain","DNS","86","Standard query 0x0001 PTR 2.100.168.192.in-addr.arpa"
"300","2020-06-06 13:37:42,243709","192.168.100.2","domain","192.168.100.121","63504","DNS","86","Standard query response 0x0001 No such name PTR 2.100.168.192.in-addr.arpa"
"301","2020-06-06 13:37:42,244017","192.168.100.121","63505","192.168.100.2","domain","DNS","87","Standard query 0x0002 TXT c.1-1.24006.ns.ostrykebs.pl"
